date	diversity	tmrca	netau	serialInterval	antigenicDiversity	totalN	totalS	totalI	totalR	totalCases	oneDiversity	oneTmrca	oneNetau	oneSerialInterval	oneAntigenicDiversity	oneN	oneS	oneI	oneR	oneCases
3.4797	0.8113	2.6296	18.2648	0.01785	0.4676	501376	177957	20358	303061	28725	0.8262	2.6310	11.9119	0.01844	0.4859	501376	177957	20358	303061	28725
3.5071	0.8268	2.6538	18.2648	0.01865	0.4947	501283	183062	17950	300271	25252	0.8212	2.6549	15.2207	0.01906	0.4739	501283	183062	17950	300271	25252
3.5345	0.8579	2.6790	15.2207	0.01948	0.6076	501205	190698	15999	294508	22409	0.8391	2.6715	11.9119	0.01956	0.5739	501205	190698	15999	294508	22409
3.5619	0.8874	2.7132	7.8278	0.01926	0.6897	501082	199161	14933	286988	20629	0.8806	2.7029	7.0249	0.01896	0.6755	501082	199161	14933	286988	20629
3.5893	0.9069	2.7310	7.0249	0.01911	0.7869	500991	206636	14732	279623	21067	0.9122	2.7392	6.3715	0.01906	0.7824	500991	206636	14732	279623	21067
3.6167	0.9071	0.7726	3.3824	0.01712	0.8555	500819	211715	15866	273238	22717	0.9165	0.7763	4.1511	0.01869	0.8404	500819	211715	15866	273238	22717
3.6441	0.9490	2.7949	2.9780	0.01722	0.8795	500662	212015	18413	270234	27037	0.9182	2.7892	2.4907	0.01611	0.8599	500662	212015	18413	270234	27037
3.6715	0.9282	0.8251	3.9139	0.01585	0.8303	500601	205931	22629	272041	33375	0.9106	0.8282	2.6860	0.01581	0.7952	500601	205931	22629	272041	33375
3.6989	0.8906	0.8516	1.8512	0.01593	0.6810	500499	194286	26572	279641	39378	0.9097	0.8134	2.3416	0.01653	0.7280	500499	194286	26572	279641	39378
3.7263	0.9096	0.6127	1.7907	0.01647	0.6219	500445	181439	28365	290641	41830	0.9101	0.6130	1.9294	0.01736	0.6149	500445	181439	28365	290641	41830
3.7537	0.9006	0.6410	1.3767	0.01878	0.5185	500355	174199	26182	299974	37173	0.9256	0.8975	1.5929	0.01818	0.5548	500355	174199	26182	299974	37173
3.7811	0.9198	0.6655	1.9710	0.01857	0.4985	500247	174595	21807	303845	30394	0.9398	0.6658	2.3416	0.01958	0.4939	500247	174595	21807	303845	30394
3.8085	0.9582	0.6934	4.8065	0.02107	0.4414	500150	180118	18228	301804	25070	0.9609	0.6921	5.3720	0.02094	0.4820	500150	180118	18228	301804	25070
3.8359	0.9882	0.7199	7.2098	0.02141	0.4547	500055	188912	15427	295716	21283	0.9941	0.7199	8.3022	0.02014	0.4693	500055	188912	15427	295716	21283
3.8633	1.0400	0.7460	17.1233	0.01998	0.4999	500007	199215	13900	286892	19125	1.0388	0.7470	11.9119	0.02114	0.4703	500007	199215	13900	286892	19125
3.8907	1.0807	0.7705	15.2207	0.01930	0.6027	499883	208866	13459	277558	18887	1.0776	0.7774	11.9119	0.01971	0.5747	499883	208866	13459	277558	18887
3.9181	1.1090	0.8014	7.6104	0.01689	0.7377	499851	216096	14282	269473	20569	1.1187	0.8005	6.3715	0.01888	0.7612	499851	216096	14282	269473	20569
3.9455	1.0970	0.8285	2.3824	0.01506	0.8730	499815	216905	17879	265031	26126	1.1174	0.8271	2.3618	0.01634	0.8525	499815	216905	17879	265031	26126
3.9729	1.0347	0.8547	1.0185	0.01442	0.7719	499731	208452	23683	267596	35478	1.0422	0.8549	1.0537	0.01570	0.7569	499731	208452	23683	267596	35478
4.0003	0.9558	0.8805	0.6327	0.01557	0.6185	499628	191011	30020	278597	44897	0.9372	0.8804	0.5829	0.01497	0.5889	499628	191011	30020	278597	44897
4.0277	0.8906	0.9041	0.7828	0.01545	0.5197	499495	173800	31381	294314	46154	0.9046	0.9016	0.8327	0.01691	0.5135	499495	173800	31381	294314	46154
4.0551	0.8750	0.9333	1.4809	0.01905	0.5661	499367	165331	27509	306527	38809	0.8609	0.9201	1.4122	0.01826	0.5156	499367	165331	27509	306527	38809
4.0825	0.8337	0.9616	2.3416	0.01938	0.6965	499230	165043	22848	311339	31253	0.8607	0.9579	2.8539	0.01976	0.6715	499230	165043	22848	311339	31253
4.1099	0.7970	0.9805	2.7397	0.01967	1.1977	499491	168936	20344	310211	27986	0.7982	0.9716	2.1918	0.01890	1.1834	499491	168936	20344	310211	27986
4.1373	0.7080	1.0115	0.8508	0.01723	1.2797	499891	168353	22653	308885	32238	0.7202	1.0070	0.9613	0.01583	1.3722	499891	168353	22653	308885	32238
4.1647	0.5561	1.0388	0.4536	0.01544	0.8659	500224	155651	29764	314809	44372	0.5571	1.0227	0.4448	0.01582	0.8565	500224	155651	29764	314809	44372
4.1921	0.5148	1.0499	0.3472	0.01523	0.5263	500566	137421	34306	328839	51132	0.5040	1.0477	0.3387	0.01597	0.4852	500566	137421	34306	328839	51132
4.2195	0.4947	0.8067	0.3011	0.01743	0.2837	500872	127507	31097	342268	44274	0.5079	1.0656	0.3096	0.01720	0.3433	500872	127507	31097	342268	44274
4.2468	0.5319	1.0495	0.3285	0.01974	0.2689	501145	130457	23773	346915	32137	0.5363	1.0788	0.3193	0.02032	0.2864	501145	130457	23773	346915	32137
4.2742	0.5633	0.8030	0.9287	0.02212	0.2070	501451	142951	17480	341020	22747	0.5707	0.8607	0.9351	0.02183	0.2714	501451	142951	17480	341020	22747
4.3016	0.6209	1.1463	3.1133	0.02230	0.2306	501644	159649	12964	329031	17468	0.6150	0.8811	3.1491	0.02264	0.2383	501644	159649	12964	329031	17468
4.3290	0.6656	0.8821	13.6986	0.02237	0.3193	501573	178424	10055	313094	13774	0.6696	0.9268	13.6986	0.02414	0.2897	501573	178424	10055	313094	13774
4.3564	0.7193	0.6221	30.4414	0.02173	0.3487	501482	197373	8788	295321	11901	0.7208	0.9522	17.1233	0.02230	0.3611	501482	197373	8788	295321	11901
4.3838	0.7729	0.6503	30.4414	0.02093	0.4817	501425	214863	8026	278536	11411	0.7748	0.4158	45.6621	0.02082	0.5053	501425	214863	8026	278536	11411
4.4112	0.8264	0.6790	27.3973	0.02008	0.5750	501303	230610	8028	262665	11600	0.8265	0.6800	18.2648	0.01819	0.6405	501303	230610	8028	262665	11600
4.4386	0.8779	0.6979	19.5695	0.01795	0.7459	501263	243350	8987	248926	12941	0.8779	0.6936	19.5695	0.01912	0.7521	501263	243350	8987	248926	12941
4.4660	0.9220	0.4986	15.2207	0.01687	0.8727	501184	249914	12139	239131	17929	0.9143	0.7012	10.1471	0.01767	0.8922	501184	249914	12139	239131	17929
4.4934	0.9285	0.5256	3.6530	0.01464	0.9964	501029	246101	18224	236704	27351	0.9322	0.5251	4.0891	0.01413	0.9705	501029	246101	18224	236704	27351
4.5208	0.8852	0.5522	1.3907	0.01407	0.8600	500937	227326	28246	245365	43018	0.8931	0.5514	1.3907	0.01448	0.8482	500937	227326	28246	245365	43018
4.5482	0.8307	0.5793	0.7895	0.01508	0.6994	500884	196677	37202	267005	56433	0.8160	0.5795	0.7345	0.01465	0.6368	500884	196677	37202	267005	56433
4.5756	0.7951	0.6059	0.5732	0.01763	0.5253	500791	171712	36601	292478	53145	0.7765	0.6073	0.5469	0.01610	0.4964	500791	171712	36601	292478	53145
4.6030	0.7475	0.6329	0.7172	0.01962	0.4029	500705	162104	29189	309412	40146	0.7671	0.6344	0.7696	0.01871	0.3929	500705	162104	29189	309412	40146
4.6304	0.8010	0.6612	1.3699	0.02127	0.3755	500610	165810	21045	313755	27794	0.7689	0.6610	1.3300	0.02178	0.3313	500610	165810	21045	313755	27794
4.6578	0.8278	0.6874	2.1918	0.02309	0.3808	500508	176752	15648	308108	20564	0.8132	0.6879	2.6344	0.02319	0.3380	500508	176752	15648	308108	20564
4.6852	0.8431	0.7134	3.6530	0.02189	0.4005	500458	191426	12076	296956	15843	0.8516	0.7147	3.9139	0.02209	0.3883	500458	191426	12076	296956	15843
4.7126	0.8924	0.7421	7.0249	0.02155	0.5039	500332	206889	10237	283206	13835	0.9018	0.7403	7.2098	0.02252	0.5615	500332	206889	10237	283206	13835
4.7400	0.9428	0.7700	10.9589	0.01948	0.7398	500197	220733	9899	269565	14005	0.9573	0.7716	8.5616	0.02014	0.7171	500197	220733	9899	269565	14005
4.7674	0.9871	0.7955	4.6436	0.01677	1.0614	500039	229810	11968	258261	17505	1.0103	0.7968	5.2687	0.01647	0.9939	500039	229810	11968	258261	17505
4.7948	1.0112	0.8208	1.8144	0.01493	0.9720	499975	226119	19477	254379	29251	1.0345	0.8255	2.1238	0.01441	0.9947	499975	226119	19477	254379	29251
4.8222	0.9931	0.8486	1.0872	0.01326	0.7750	499840	201453	33133	265254	50570	0.9736	0.8195	1.0537	0.01306	0.7541	499840	201453	33133	265254	50570
4.8496	0.9907	0.8671	0.8983	0.01417	0.6070	499715	163355	43316	293044	66339	0.9651	0.8790	0.8353	0.01366	0.5807	499715	163355	43316	293044	66339
4.8770	0.9797	0.8860	0.7783	0.01723	0.5507	499677	139491	38605	321581	55121	1.0022	0.7384	0.8203	0.01729	0.5518	499677	139491	38605	321581	55121
4.9044	0.9790	0.7663	0.7653	0.01917	0.6345	499607	135966	27895	335746	37042	1.0087	0.9274	0.8277	0.01944	0.6619	499607	135966	27895	335746	37042
4.9318	0.9926	0.9562	0.9820	0.02240	0.7747	499510	144063	19976	335471	25825	1.0308	0.9178	1.0744	0.02128	0.7804	499510	144063	19976	335471	25825
4.9592	0.9922	0.8207	1.6406	0.02089	0.9284	499432	156441	15938	327053	21202	1.0117	0.8211	1.6706	0.02277	0.9257	499432	156441	15938	327053	21202
4.9866	0.9627	0.8478	1.5656	0.01938	1.0027	499355	168906	14636	315813	19993	0.9503	0.8485	1.7231	0.02178	1.0100	499355	168906	14636	315813	19993
date	diversity	tmrca	netau	serialInterval	antigenicDiversity	totalN	totalS	totalI	totalR	totalCases	oneDiversity	oneTmrca	oneNetau	oneSerialInterval	oneAntigenicDiversity	oneN	oneS	oneI	oneR	oneCases
0.0000	0.0000	0.0000	0.2740	0.00000	0.0000	500000	349900	100	150000	0	0.0000	0.0000	0.2740	0.00000	0.0000	500000	349900	100	150000	0
0.0277	0.0325	0.0273	0.2740	0.00344	0.0142	499892	191428	142198	166266	173566	0.0326	0.0274	0.2740	0.00340	0.0124	499892	191428	142198	166266	173566
0.0548	0.0463	0.0500	0.2740	0.00657	0.0266	499824	20063	119665	360096	198750	0.0457	0.0512	0.2740	0.00696	0.0263	499824	20063	119665	360096	198750
0.0822	0.0559	0.0807	0.2740	0.01183	0.0324	499797	45919	41543	412335	14043	0.0580	0.0807	0.2740	0.01241	0.0377	499797	45919	41543	412335	14043
0.1096	0.0831	0.1066	0.2740	0.02408	0.0508	500093	79377	16466	404250	8496	0.0829	0.1079	0.2740	0.02334	0.0521	500093	79377	16466	404250	8496
0.1370	0.1287	0.1356	0.2740	0.03564	0.0570	500476	113256	7876	379344	5808	0.1279	0.1347	0.2740	0.03534	0.0589	500476	113256	7876	379344	5808
0.1644	0.1854	0.1633	0.2740	0.04121	0.0572	500814	146210	4500	350104	4162	0.1837	0.1633	0.2740	0.04317	0.0739	500814	146210	4500	350104	4162
0.1918	0.2392	0.1904	0.2740	0.04032	0.0995	501163	177184	3043	320936	3289	0.2402	0.1910	0.2740	0.04091	0.1078	501163	177184	3043	320936	3289
0.2195	0.2966	0.2182	0.2740	0.03571	0.1129	501517	205799	2572	293146	2968	0.2994	0.2178	0.2740	0.03316	0.1137	501517	205799	2572	293146	2968
0.2468	0.3500	0.2466	0.2740	0.02933	0.1666	501846	231457	2593	267796	3182	0.3546	0.2460	0.2740	0.02694	0.1657	501846	231457	2593	267796	3182
0.2742	0.4112	0.2733	0.2740	0.02330	0.3010	502173	253541	3001	245631	3881	0.4044	0.2734	0.2740	0.02363	0.2996	502173	253541	3001	245631	3881
0.3016	0.4482	0.3012	4.1511	0.02092	0.5106	502324	272752	3783	225789	4842	0.4462	0.3012	4.2150	0.02006	0.4635	502324	272752	3783	225789	4842
0.3290	0.5106	0.3288	4.8924	0.01883	0.7598	502273	287667	5240	209366	7055	0.5021	0.3285	6.3715	0.01788	0.7783	502273	287667	5240	209366	7055
0.3564	0.5523	0.3562	1.6406	0.01643	1.0543	502205	297188	8050	196967	10895	0.5276	0.3556	1.8638	0.01555	1.0584	502205	297188	8050	196967	10895
0.3838	0.5499	0.3830	0.7988	0.01437	1.1622	502112	297042	14155	190915	19567	0.5696	0.3832	0.8277	0.01512	1.1097	502112	297042	14155	190915	19567
0.4112	0.5486	0.4107	0.4581	0.01415	0.8792	502005	281649	25147	195209	34882	0.5621	0.4105	0.4559	0.01407	0.9053	502005	281649	25147	195209	34882
0.4386	0.5730	0.4368	0.3643	0.01558	0.7620	501880	251853	36869	213158	50449	0.5678	0.4378	0.3653	0.01441	0.7935	501880	251853	36869	213158	50449
0.4660	0.6190	0.4651	0.4798	0.01718	0.7398	501719	221113	40827	239779	53615	0.6079	0.4649	0.4724	0.01694	0.7382	501719	221113	40827	239779	53615
0.4934	0.6436	0.4926	0.9287	0.01921	0.7325	501658	200986	37217	263455	45833	0.6472	0.4922	1.0578	0.01887	0.7003	501658	200986	37217	263455	45833
0.5208	0.6696	0.5189	1.6912	0.02256	0.8064	501560	192120	30967	278473	36074	0.6841	0.5190	1.5656	0.02194	0.7340	501560	192120	30967	278473	36074
0.5482	0.7264	0.5475	2.0294	0.02333	0.8238	501457	192745	24281	284431	27726	0.7259	0.5463	1.9853	0.02313	0.8211	501457	192745	24281	284431	27726
0.5756	0.7637	0.5745	1.7676	0.02504	0.8793	501366	199381	19409	282576	22115	0.7694	0.5748	1.8265	0.02490	0.8695	501366	199381	19409	282576	22115
0.6030	0.7969	0.6011	1.7450	0.02468	0.9988	501248	207880	16697	276671	19679	0.7961	0.6015	1.9569	0.02398	1.0447	501248	207880	16697	276671	19679
0.6304	0.8184	0.6288	2.2457	0.02249	1.3206	501136	215213	16590	269333	20228	0.8237	0.6293	2.5605	0.02119	1.3166	501136	215213	16590	269333	20228
0.6578	0.7986	0.6571	1.7450	0.01888	1.4873	501042	215435	20488	265119	26585	0.8039	0.6559	2.1075	0.01883	1.5618	501042	215435	20488	265119	26585
0.6852	0.7089	0.6845	0.7696	0.01617	1.3132	500976	198998	31850	270128	43287	0.6934	0.6825	0.6866	0.01580	1.2923	500976	198998	31850	270128	43287
0.7126	0.5981	0.7108	0.4301	0.01473	0.9470	500874	163634	46239	291001	63701	0.6038	0.7112	0.4301	0.01486	0.9665	500874	163634	46239	291001	63701
0.7400	0.5815	0.7390	0.3619	0.01701	0.8255	500727	130267	49375	321085	64439	0.5762	0.7364	0.3600	0.01731	0.7769	500727	130267	49375	321085	64439
0.7674	0.5742	0.7648	0.3301	0.01919	0.6661	500626	117696	39379	343551	46141	0.6024	0.7651	0.3521	0.02100	0.8088	500626	117696	39379	343551	46141
0.7948	0.6115	0.7907	0.9287	0.02302	0.7107	500519	122003	28266	350250	30906	0.6124	0.7878	0.8725	0.02437	0.7109	500519	122003	28266	350250	30906
0.8222	0.6475	0.8174	2.3618	0.02589	0.7643	500410	134742	20455	345213	22224	0.6464	0.8190	1.9026	0.02632	0.8027	500410	134742	20455	345213	22224
0.8493	0.6846	0.8444	2.5846	0.02718	0.8235	500333	151309	15825	333199	17446	0.6943	0.8479	2.5368	0.02736	0.8941	500333	151309	15825	333199	17446
0.8767	0.7528	0.8740	6.3715	0.02459	0.9796	500260	168188	13558	318514	15990	0.7542	0.8759	4.8065	0.02762	1.0017	500260	168188	13558	318514	15990
0.9041	0.8032	0.9012	6.2267	0.02396	1.1641	500137	183070	13307	303760	16417	0.8216	0.9030	8.8378	0.02246	1.2034	500137	183070	13307	303760	16417
0.9315	0.8632	0.9304	8.0580	0.02134	1.3914	500048	193905	14980	291163	19012	0.8704	0.9304	13.6986	0.02109	1.4574	500048	193905	14980	291163	19012
0.9589	0.9287	0.9581	17.1233	0.01891	1.7895	499972	197815	19075	283082	25029	0.9344	0.9574	17.1233	0.01924	1.8182	499972	197815	19075	283082	25029
0.9863	0.9926	0.9853	9.7847	0.01682	2.2060	499853	189803	26919	283131	36415	0.9875	0.9848	7.2098	0.01639	2.2900	499853	189803	26919	283131	36415
1.0137	0.9651	1.0133	1.5837	0.01490	2.4094	499801	160880	42184	296737	57994	0.9650	1.0129	1.7017	0.01441	2.2993	499801	160880	42184	296737	57994
1.0411	0.8981	1.0392	0.8327	0.01514	2.1747	499758	121156	52792	325810	71113	0.8922	1.0392	0.8482	0.01628	2.0679	499758	121156	52792	325810	71113
1.0685	0.8114	1.0659	0.5160	0.01838	1.8860	499713	98584	46614	354515	57168	0.8026	1.0678	0.5341	0.01703	1.7296	499713	98584	46614	354515	57168
1.0959	0.7884	1.0934	0.4543	0.02176	1.7715	499798	97768	33974	368056	37901	0.8271	1.0941	0.4807	0.02126	1.9949	499798	97768	33974	368056	37901
1.1233	0.7835	1.1207	0.4183	0.02541	1.5675	500111	108929	24589	366593	26598	0.8263	1.1222	0.4356	0.02360	1.8165	500111	108929	24589	366593	26598
1.1507	0.8285	1.1497	0.5064	0.02602	1.7326	500427	124657	19197	356573	21453	0.8233	1.1497	0.5169	0.02689	1.7335	500427	124657	19197	356573	21453
1.1781	0.8637	1.1756	1.1560	0.02587	1.9152	500685	141040	16388	343257	19165	0.8526	1.1768	1.1511	0.02613	1.8433	500685	141040	16388	343257	19165
1.2055	0.9539	1.2040	1.9294	0.02299	2.4128	501009	156429	15615	328965	19028	0.9015	1.2051	2.0294	0.02478	2.1889	501009	156429	15615	328965	19028
1.2329	1.0044	1.2300	1.6706	0.02226	2.7533	501271	169088	16252	315931	20259	0.9608	1.2310	1.7017	0.02196	2.5491	501271	169088	16252	315931	20259
1.2603	1.0638	1.2585	4.3488	0.02014	3.0628	501537	176966	18344	306227	23659	1.0462	1.2595	3.7023	0.01976	3.0683	501537	176966	18344	306227	23659
1.2877	1.0707	1.2871	11.9119	0.01895	3.0676	501833	179632	21859	300342	28574	1.0544	1.2864	10.5374	0.01823	2.9707	501833	179632	21859	300342	28574
1.3151	1.1449	1.3133	12.4533	0.01869	3.3757	501851	176295	25570	299986	33749	1.1847	1.3137	13.6986	0.01897	3.5902	501851	176295	25570	299986	33749
1.3425	1.1954	1.3411	7.6104	0.01834	3.6060	501788	169538	28755	303495	37360	1.2426	1.3416	9.7847	0.01962	3.8732	501788	169538	28755	303495	37360
1.3699	1.3221	1.3690	4.4189	0.01895	4.1734	501655	162988	29384	309283	37323	1.2774	1.3690	5.4795	0.02032	3.8203	501655	162988	29384	309283	37323
1.3973	1.3824	1.3967	3.9706	0.02059	4.2879	501555	159279	28113	314163	35114	1.3773	1.3970	4.7237	0.02016	4.2263	501555	159279	28113	314163	35114
1.4247	1.4410	1.4238	4.5662	0.01963	4.3140	501416	159860	25816	315740	31627	1.4525	1.4225	5.3720	0.02051	4.3574	501416	159860	25816	315740	31627
1.4521	1.5802	1.4516	6.0883	0.02073	4.9058	501329	163405	23338	314586	28412	1.5519	1.4511	6.5232	0.02337	4.7732	501329	163405	23338	314586	28412
1.4795	1.6356	1.4788	7.2098	0.02223	5.0364	501249	168845	21638	310766	26094	1.7041	1.4789	8.8378	0.02273	5.3150	501249	168845	21638	310766	26094
1.5068	1.7782	1.5059	18.2648	0.02267	5.6113	501139	174904	20534	305701	25076	1.8379	1.5058	13.0463	0.02224	5.8768	501139	174904	20534	305701	25076
1.5342	1.9016	1.5338	34.2466	0.02266	5.9721	501115	180507	20166	300442	25081	1.9676	1.5329	30.4414	0.02207	6.3532	501115	180507	20166	300442	25081
1.5616	2.0249	1.5612	68.4932	0.02110	6.5373	501001	183862	21025	296114	26614	2.0692	1.5607	39.1389	0.02052	6.9290	501001	183862	21025	296114	26614
1.5890	2.0030	1.5877	12.4533	0.01969	6.6670	500918	182822	23839	294257	30912	2.0144	1.5882	6.6823	0.01952	6.6996	500918	182822	23839	294257	30912
1.6164	1.9053	1.6158	2.1238	0.01778	6.7254	500816	172700	30261	297855	39913	1.9390	1.6159	2.4462	0.01751	6.7954	500816	172700	30261	297855	39913
1.6438	1.6609	1.6434	0.9927	0.01678	5.7912	500712	149538	39742	311432	53236	1.5452	1.6423	0.8227	0.01629	5.3130	500712	149538	39742	311432	53236
1.6712	1.3068	1.6699	0.5501	0.01709	4.1528	500613	124410	43808	332395	57402	1.3415	1.6697	0.5603	0.01706	4.3374	500613	124410	43808	332395	57402
1.6986	1.1720	1.6973	0.4566	0.01955	3.3380	500567	111626	39033	349908	47554	1.1666	1.6974	0.4551	0.01978	3.3939	500567	111626	39033	349908	47554
1.7260	1.0715	1.7232	0.5917	0.02274	2.7858	500477	112331	30706	357440	35412	1.0710	1.7249	0.5696	0.02194	2.7754	500477	112331	30706	357440	35412
1.7534	1.0690	1.7527	0.9351	0.02443	2.6863	500437	121144	23922	355371	27154	1.0206	1.7526	0.9963	0.02418	2.4395	500437	121144	23922	355371	27154
1.7808	1.0406	1.7789	2.8839	0.02572	2.3593	500297	134366	19194	346737	22223	1.0613	1.7801	2.9780	0.02589	2.4050	500297	134366	19194	346737	22223
1.8082	1.0557	1.8070	9.1324	0.02324	2.1938	500156	148484	16807	334865	20038	1.0534	1.8075	7.2098	0.02584	2.1814	500156	148484	16807	334865	20038
1.8356	1.0849	1.8330	21.0748	0.02389	2.2911	500082	161884	15910	322288	19613	1.0393	1.8337	16.1160	0.02317	1.9587	500082	161884	15910	322288	19613
1.8630	1.0927	1.8623	21.0748	0.02144	2.1686	499933	173078	16607	310248	20687	1.1274	1.8608	27.3973	0.02123	2.3005	499933	173078	16607	310248	20687
1.8904	1.1495	1.8885	19.5695	0.02062	2.4560	499827	180205	18451	301171	23779	1.1350	1.8897	24.9066	0.02090	2.2924	499827	180205	18451	301171	23779
1.9178	1.2914	1.9156	11.9119	0.01887	3.1174	499715	181972	21904	295839	28579	1.2583	1.9173	13.0463	0.01923	2.9297	499715	181972	21904	295839	28579
1.9452	1.3126	1.9447	6.6823	0.01829	3.1049	499599	176131	27122	296346	35791	1.1969	1.9425	7.6104	0.01739	2.4859	499599	176131	27122	296346	35791
1.9726	1.2576	1.9703	4.3488	0.01704	2.6483	499497	164394	31956	303147	41933	1.2438	1.9700	4.8065	0.01868	2.5514	499497	164394	31956	303147	41933
2.0000	1.2832	1.9958	3.8052	0.01908	2.6261	499415	152305	33720	313390	43202	1.2536	1.9977	4.5662	0.01818	2.3339	499415	152305	33720	313390	43202
2.0274	1.2970	2.0263	4.5662	0.01925	2.3973	499261	145624	31313	322324	38909	1.2858	2.0264	5.0736	0.01967	2.3274	499261	145624	31313	322324	38909
2.0548	1.3014	2.0518	4.8924	0.02157	2.1776	499108	146155	26885	326068	32347	1.3316	2.0529	4.4189	0.02103	2.3873	499108	146155	26885	326068	32347
2.0822	1.3058	2.0811	5.0736	0.02239	2.0407	498997	152305	22611	324081	26640	1.4180	2.0803	6.6823	0.02294	2.6986	498997	152305	22611	324081	26640
2.1096	1.5075	2.1074	16.1160	0.02316	2.9345	499359	162461	19158	317740	22715	1.4684	2.1084	12.4533	0.02464	2.6404	499359	162461	19158	317740	22715
2.1370	1.4849	2.1356	19.5695	0.02325	2.5706	499659	173857	17011	308791	20418	1.5918	2.1363	34.2466	0.02637	3.1521	499659	173857	17011	308791	20418
2.1644	1.6428	2.1638	39.1389	0.02394	3.2127	499931	185278	15889	298764	19425	1.7327	2.1629	27.3973	0.02257	3.7483	499931	185278	15889	298764	19425
2.1918	1.9167	2.1912	27.3973	0.02195	4.5242	500245	195314	15834	289097	19654	1.7970	2.1904	27.3973	0.02306	4.0019	500245	195314	15834	289097	19654
2.2192	1.9182	2.2181	22.8311	0.02149	4.4473	500539	203166	17034	280339	21508	1.8623	2.2182	18.2648	0.02059	4.0731	500539	203166	17034	280339	21508
2.2466	2.0766	2.2449	6.8493	0.01973	5.2188	500882	206008	19695	275179	25377	1.9932	2.2453	7.2098	0.01927	4.5718	500882	206008	19695	275179	25377
2.2740	1.9976	2.2729	2.6860	0.01832	4.6866	501237	202937	23347	274953	30973	2.0269	2.2725	2.7126	0.01922	4.7824	501237	202937	23347	274953	30973
2.3014	1.9816	2.3000	1.3907	0.01699	4.8417	501466	192815	28819	279832	38200	1.9857	2.3004	1.5479	0.01758	4.6814	501466	192815	28819	279832	38200
2.3288	1.9363	2.3277	1.1609	0.01863	4.5335	501407	179124	32264	290019	42379	1.9593	2.3278	1.1658	0.01820	4.8137	501407	179124	32264	290019	42379
2.3562	1.7886	2.3547	1.6116	0.01954	3.9222	501277	167776	32470	301031	41166	1.8449	2.3541	1.6504	0.01967	4.2646	501277	167776	32470	301031	41166
2.3836	1.7188	2.3812	2.4245	0.02056	3.5926	501172	163165	29176	308831	35312	1.6204	2.3808	2.2457	0.02055	3.0605	501172	163165	29176	308831	35312
2.4110	1.7990	2.4086	3.2616	0.02251	3.9655	501141	165990	24224	310927	28686	1.7651	2.4096	4.6436	0.02260	3.5167	501141	165990	24224	310927	28686
2.4384	1.7137	2.4375	4.7237	0.02411	3.5032	501090	173478	20286	307326	23741	1.7383	2.4373	4.4914	0.02363	3.4817	501090	173478	20286	307326	23741
2.4658	1.8233	2.4649	8.3022	0.02390	3.9403	501026	183679	17493	299854	20653	1.7483	2.4651	7.6104	0.02343	3.4228	501026	183679	17493	299854	20653
2.4932	1.8048	2.4912	5.2687	0.02067	3.9502	500880	190232	18724	291924	23107	1.8058	2.4915	4.4914	0.02127	3.8587	500880	190232	18724	291924	23107
2.5205	1.7227	2.5190	1.4971	0.01609	3.4658	500787	183770	27083	289934	35907	1.7296	2.5190	1.5479	0.01561	3.3959	500787	183770	27083	289934	35907
2.5479	1.4968	2.5455	0.8430	0.01500	1.9284	500739	150603	45090	305046	62784	1.4258	2.5463	0.7918	0.01556	1.8155	500739	150603	45090	305046	62784
2.5753	1.3866	2.5682	0.6477	0.01527	1.1412	500606	111792	52736	336078	71016	1.3501	2.5704	0.6313	0.01489	0.9014	500606	111792	52736	336078	71016
2.6027	1.4245	2.5960	0.5982	0.01896	1.1504	500576	97628	41975	360973	49614	1.4213	2.5963	0.6255	0.01870	0.9043	500576	97628	41975	360973	49614
2.6301	1.4338	2.6215	0.5756	0.02344	0.9195	500495	103867	28771	367857	30544	1.4660	2.6260	0.5930	0.02447	0.8720	500495	103867	28771	367857	30544
2.6575	1.4228	2.6425	0.6798	0.02746	0.6564	500411	119660	19779	360972	21038	1.3747	2.6497	0.6342	0.02576	0.5904	500411	119660	19779	360972	21038
2.6849	1.4361	2.6751	1.8387	0.02859	0.5250	500319	138980	14830	346509	16414	1.4251	2.6738	1.7562	0.02770	0.5717	500319	138980	14830	346509	16414
2.7123	1.4296	2.7018	5.2687	0.02846	0.5952	500297	158627	12351	329319	14346	1.4702	2.7071	5.2687	0.02770	0.6704	500297	158627	12351	329319	14346
2.7397	1.4471	2.7385	13.6986	0.02468	0.4898	500223	177370	11296	311557	13560	1.5466	2.7329	39.1389	0.02610	0.6432	500223	177370	11296	311557	13560
2.7671	1.4486	2.7615	136.9863	0.02405	0.7190	500112	193773	11607	294732	14367	1.4947	2.7588	39.1389	0.02354	0.6568	500112	193773	11607	294732	14367
2.7945	1.3812	2.7896	27.3973	0.02095	0.9155	500073	205576	13325	281172	17262	1.3729	2.7786	45.6621	0.02067	0.8299	500073	205576	13325	281172	17262
2.8219	1.3200	2.8181	7.0249	0.01751	1.1826	499958	209375	18057	272526	23961	1.3524	2.8110	6.5232	0.01839	1.1686	499958	209375	18057	272526	23961
2.8493	1.2160	2.8411	2.2831	0.01499	1.1363	499813	198611	28281	272921	38233	1.2392	2.8453	2.7397	0.01596	1.1878	499813	198611	28281	272921	38233
2.8767	1.0467	2.8614	1.8144	0.01522	0.8433	499698	170448	40925	288325	56520	1.0806	2.8666	1.6211	0.01533	0.8649	499698	170448	40925	288325	56520
