date	diversity	tmrca	netau	serialInterval	antigenicDiversity	totalN	totalS	totalI	totalR	totalCases	oneDiversity	oneTmrca	oneNetau	oneSerialInterval	oneAntigenicDiversity	oneN	oneS	oneI	oneR	oneCases
0.0000	0.0000	0.0000	0.2740	0.00000	0.0000	500000	349900	100	150000	0	0.0000	0.0000	0.2740	0.00000	0.0000	500000	349900	100	150000	0
0.0277	0.0336	0.0274	0.2740	0.00322	0.0064	499938	277637	60988	161313	87273	0.0347	0.0274	0.2740	0.00330	0.0085	499938	277637	60988	161313	87273
0.0548	0.0581	0.0542	0.2740	0.00712	0.0232	499858	41738	61337	396783	264850	0.0569	0.0538	0.2740	0.00738	0.0225	499858	41738	61337	396783	264850
0.0822	0.0788	0.0808	0.2740	0.01416	0.0335	499745	68832	8789	422124	15386	0.0820	0.0801	0.2740	0.01507	0.0366	499745	68832	8789	422124	15386
0.1096	0.1217	0.1093	0.2740	0.02483	0.0429	500004	107608	1590	390806	2960	0.1203	0.1090	0.2740	0.02439	0.0380	500004	107608	1590	390806	2960
0.1370	0.1729	0.1360	0.2740	0.02675	0.0391	500379	144973	373	355033	810	0.1710	0.1364	0.2740	0.02568	0.0451	500379	144973	373	355033	810
0.1644	0.1943	0.1640	0.2740	0.02086	0.0346	500700	179112	92	321496	260	0.1951	0.1640	0.2740	0.02274	0.0286	500700	179112	92	321496	260
0.1918	0.2693	0.1900	0.2740	0.03389	0.0000	501021	210152	34	290835	92	0.2661	0.1901	0.2740	0.03198	0.0000	501021	210152	34	290835	92
0.2195	0.2481	0.2175	0.2740	0.01664	0.0000	501378	238730	14	262634	37	0.2638	0.2175	0.2740	0.01601	0.0000	501378	238730	14	262634	37
0.2468	0.2545	0.2456	0.2740	0.02119	0.0000	501725	264305	8	237412	11	0.2390	0.2456	0.2740	0.02097	0.0000	501725	264305	8	237412	11
0.2742	0.0621	0.0711	0.2740	0.01520	0.0000	502018	287195	4	214819	11	0.0589	0.0711	0.2740	0.01479	0.0000	502018	287195	4	214819	11
0.3016	0.0713	0.0948	0.2740	0.01427	0.0000	502237	307940	4	194293	10	0.0715	0.0948	0.2740	0.01432	0.0000	502237	307940	4	194293	10
0.3290	0.0699	0.0611	0.2740	0.02719	0.0000	502123	326397	8	175718	19	0.0717	0.0611	0.2740	0.02796	0.0000	502123	326397	8	175718	19
0.3564	0.0496	0.0819	0.2740	0.00918	0.0000	501990	343054	12	158924	32	0.0514	0.0819	0.2740	0.00833	0.0000	501990	343054	12	158924	32
0.3838	0.0992	0.0863	0.2740	0.01402	0.0000	501885	358136	20	143729	46	0.0985	0.0863	0.2740	0.01412	0.0000	501885	358136	20	143729	46
0.4112	0.1268	0.1134	0.2740	0.00611	0.0884	501796	371737	14	130045	48	0.1272	0.1134	0.2740	0.00613	0.0871	501796	371737	14	130045	48
0.4386	0.1583	0.1419	0.2740	0.01237	0.1177	501733	384182	15	117536	37	0.1629	0.1419	0.2740	0.01296	0.1175	501733	384182	15	117536	37
0.4660	0.2016	0.1692	0.2740	0.01174	0.0869	501620	395531	36	106053	78	0.1951	0.1692	0.2740	0.01126	0.0900	501620	395531	36	106053	78
0.4934	0.1938	0.1967	0.2740	0.00887	0.0000	501560	405775	44	95741	129	0.1944	0.1967	0.2740	0.00854	0.0000	501560	405775	44	95741	129
0.5208	0.2624	0.2236	0.2740	0.00861	0.0000	501474	414869	65	86540	180	0.2631	0.2236	0.2740	0.00836	0.0000	501474	414869	65	86540	180
0.5482	0.2980	0.2521	0.2740	0.01178	0.0000	501425	423059	85	78281	190	0.2840	0.2514	0.2740	0.01125	0.0000	501425	423059	85	78281	190
0.5756	0.3375	0.2793	0.2740	0.00781	0.0319	501381	430285	135	70961	333	0.3313	0.2793	0.2740	0.00882	0.0344	501381	430285	135	70961	333
0.6030	0.3860	0.3067	0.3988	0.00885	0.0661	501286	436471	171	64644	447	0.3847	0.3067	0.3976	0.00891	0.0697	501286	436471	171	64644	447
0.6304	0.3893	0.3340	0.3892	0.00910	0.0607	501274	442033	247	58994	543	0.3929	0.3341	0.3931	0.00894	0.0567	501274	442033	247	58994	543
0.6578	0.4638	0.3616	0.4455	0.00911	0.0883	501154	446652	421	54081	965	0.4689	0.3616	0.4612	0.00937	0.0851	501154	446652	421	54081	965
0.6852	0.5161	0.3888	0.4551	0.00972	0.0905	501049	449950	789	50310	1855	0.5203	0.3888	0.4683	0.00956	0.0891	501049	449950	789	50310	1855
0.7126	0.5861	0.7085	0.5341	0.00864	0.1958	501009	450706	1837	48466	4238	0.5744	0.7101	0.5361	0.00787	0.1506	501009	450706	1837	48466	4238
0.7400	0.6375	0.7367	0.5684	0.00806	0.2198	500822	446132	4054	50636	9289	0.6345	0.7351	0.5696	0.00794	0.2295	500822	446132	4054	50636	9289
0.7674	0.7162	0.7637	0.9225	0.00882	0.3048	500694	433944	7478	59272	17602	0.7017	0.7653	0.8378	0.00833	0.2846	500694	433944	7478	59272	17602
0.7948	0.7486	0.7926	1.1416	0.00962	0.4478	500625	414349	10727	75549	26342	0.7526	0.7929	1.2863	0.00962	0.4569	500625	414349	10727	75549	26342
0.8222	0.7612	0.8166	1.1092	0.01029	0.7011	500474	395476	10832	94166	27405	0.7590	0.8188	1.0110	0.01078	0.6527	500474	395476	10832	94166	27405
0.8493	0.7227	0.8478	0.7465	0.01078	0.9286	500371	380866	9964	109541	24529	0.7205	0.8482	0.7385	0.01048	0.8911	500371	380866	9964	109541	24529
0.8767	0.5800	0.8708	0.4202	0.01042	0.7055	500295	366886	10534	122875	25621	0.6061	0.8558	0.4477	0.01064	0.6995	500295	366886	10534	122875	25621
0.9041	0.5025	0.8949	0.3293	0.00973	0.4013	500245	350328	12103	137814	29695	0.5017	0.6074	0.3273	0.00978	0.3863	500245	350328	12103	137814	29695
0.9315	0.4825	0.6344	0.2921	0.01017	0.2557	500135	332756	13022	154357	32395	0.4848	0.6336	0.2946	0.01032	0.2824	500135	332756	13022	154357	32395
0.9589	0.5090	0.9151	0.4841	0.01059	0.3702	500022	319197	11528	169297	29652	0.5117	0.9444	0.5102	0.01112	0.3552	500022	319197	11528	169297	29652
0.9863	0.5370	0.9727	0.4765	0.01082	0.6926	499891	310821	10341	178729	25816	0.5373	0.9629	0.4716	0.01056	0.7547	499891	310821	10341	178729	25816
1.0137	0.5116	0.7144	0.5092	0.00982	0.8702	499812	299284	12610	187918	30046	0.4973	0.7125	0.4963	0.00960	0.8318	499812	299284	12610	187918	30046
1.0411	0.4281	0.7410	0.4126	0.00858	0.4816	499718	274400	18915	206403	44733	0.4207	0.7304	0.3982	0.00896	0.4525	499718	274400	18915	206403	44733
1.0685	0.4011	0.4108	0.3216	0.00934	0.2253	499637	239805	22472	237360	57069	0.3918	0.7649	0.3171	0.00998	0.2165	499637	239805	22472	237360	57069
1.0959	0.4256	0.4393	0.2991	0.01128	0.1633	499767	219431	17302	263034	45943	0.4325	0.4389	0.3058	0.01081	0.1796	499767	219431	17302	263034	45943
1.1233	0.4704	0.4642	0.2924	0.01259	0.1728	500139	218589	10703	270847	28395	0.4621	0.4658	0.2869	0.01283	0.1652	500139	218589	10703	270847	28395
1.1507	0.5159	0.4914	0.2860	0.01396	0.2524	500447	230457	6064	263926	15752	0.5088	0.4930	0.2816	0.01422	0.2031	500447	230457	6064	263926	15752
1.1781	0.5595	0.5184	0.6129	0.01442	0.2469	500742	247851	3337	249554	8719	0.5622	0.5189	0.5867	0.01489	0.2604	500742	247851	3337	249554	8719
1.2055	0.6152	0.5478	2.8539	0.01384	0.3657	501026	267321	1937	231768	5132	0.6162	0.5479	2.7674	0.01371	0.3474	501026	267321	1937	231768	5132
1.2329	0.6598	0.3573	8.0580	0.01270	0.7066	501335	286914	1369	213052	3322	0.6575	0.5462	5.8292	0.01300	0.7540	501335	286914	1369	213052	3322
1.2603	0.6291	0.3845	1.5929	0.01014	1.0625	501725	304057	1572	196096	3707	0.6513	0.3849	2.0294	0.01129	1.1498	501725	304057	1572	196096	3707
1.2877	0.4656	0.4119	0.4884	0.00764	0.6606	502110	315421	3717	182972	8139	0.4829	0.4119	0.5102	0.00833	0.6971	502110	315421	3717	182972	8139
1.3151	0.3885	0.4392	0.3416	0.00787	0.2798	502100	309511	11250	181339	24359	0.4045	0.4395	0.3558	0.00766	0.3260	502100	309511	11250	181339	24359
1.3425	0.3762	0.4648	0.2991	0.00835	0.1264	502023	269249	25126	207648	59487	0.3899	0.4670	0.3075	0.00833	0.1518	502023	269249	25126	207648	59487
1.3699	0.4151	0.4922	0.2915	0.01063	0.1299	501972	221238	26958	253776	71320	0.4242	0.4916	0.2959	0.01056	0.1224	501972	221238	26958	253776	71320
1.3973	0.4528	0.5119	0.2845	0.01224	0.1163	501844	205233	15757	280854	43083	0.4540	0.5207	0.2857	0.01275	0.1296	501844	205233	15757	280854	43083
1.4247	0.4953	0.5464	0.3595	0.01408	0.1479	501737	214306	7317	280114	19617	0.4891	0.5399	0.3429	0.01456	0.1345	501737	214306	7317	280114	19617
1.4521	0.5500	0.5736	0.4945	0.01536	0.2115	501655	233192	3379	265084	8759	0.5444	0.5748	0.4815	0.01438	0.2280	501655	233192	3379	265084	8759
1.4795	0.5991	0.5737	1.3496	0.01521	0.3281	501570	254745	1562	245263	4226	0.6036	0.5986	1.4050	0.01545	0.3076	501570	254745	1562	245263	4226
1.5068	0.6485	0.3710	2.8245	0.01387	0.4557	501504	276008	939	224557	2427	0.6496	0.3711	2.6344	0.01385	0.4492	501504	276008	939	224557	2427
1.5342	0.6894	0.3986	4.0891	0.01188	0.6205	501443	296044	690	204709	1686	0.7008	0.3985	5.9559	0.01175	0.5868	501443	296044	690	204709	1686
1.5616	0.7464	0.4259	4.2150	0.01244	0.7249	501335	314297	590	186448	1494	0.7449	0.4256	4.7237	0.01229	0.7120	501335	314297	590	186448	1494
1.5890	0.7431	0.4534	1.7907	0.00991	0.6594	501183	330811	615	169757	1605	0.7438	0.4533	1.7676	0.01020	0.6385	501183	330811	615	169757	1605
1.6164	0.7456	0.4808	1.3109	0.00840	0.4572	501065	344815	1109	155141	2567	0.7402	0.4808	1.3300	0.00850	0.4498	501065	344815	1109	155141	2567
1.6438	0.7485	0.5079	1.1183	0.00791	0.3276	500995	354266	2409	144320	5507	0.7731	0.5082	1.3300	0.00870	0.3188	500995	354266	2409	144320	5507
1.6712	0.7880	0.5356	1.0417	0.00739	0.3746	500839	353799	6776	140264	14715	0.7875	0.5353	1.0185	0.00767	0.3738	500839	353799	6776	140264	14715
1.6986	0.8271	0.5629	0.9163	0.00805	0.4904	500766	328159	18035	154572	40440	0.8318	0.5629	0.9319	0.00818	0.4936	500766	328159	18035	154572	40440
1.7260	0.8233	0.5903	0.8953	0.00881	0.5372	500736	269003	31289	200444	76552	0.7974	0.5904	0.8327	0.00939	0.5549	500736	269003	31289	200444	76552
1.7534	0.6960	0.6175	0.5425	0.01054	0.4593	500665	218743	27487	254435	73387	0.7216	0.6171	0.5756	0.01108	0.4913	500665	218743	27487	254435	73387
1.7808	0.6526	0.6448	0.4405	0.01237	0.4047	500584	205679	14959	279946	40532	0.6542	0.6445	0.4412	0.01222	0.4002	500584	205679	14959	279946	40532
1.8082	0.6557	0.6722	0.3942	0.01472	0.3617	500483	215417	7173	277893	18774	0.6645	0.6722	0.4077	0.01495	0.3771	500483	215417	7173	277893	18774
1.8356	0.6590	0.6996	0.3591	0.01442	0.3095	500351	232686	3726	263939	9889	0.6505	0.6992	0.3508	0.01450	0.3122	500351	232686	3726	263939	9889
1.8630	0.6667	0.7258	0.5829	0.01369	0.2931	500240	252985	2080	245175	5395	0.6759	0.7264	0.6143	0.01415	0.3182	500240	252985	2080	245175	5395
1.8904	0.6694	0.7529	1.5392	0.01226	0.3054	500231	273157	1460	225614	3545	0.6914	0.7534	1.4420	0.01232	0.2955	500231	273157	1460	225614	3545
1.9178	0.7123	0.7822	5.3720	0.01296	0.3521	500083	291877	1172	207034	2913	0.6995	0.7816	5.1693	0.01239	0.3396	500083	291877	1172	207034	2913
1.9452	0.7553	0.8090	7.8278	0.01140	0.4715	499958	309404	1000	189554	2503	0.7672	0.8084	6.2267	0.01135	0.4703	499958	309404	1000	189554	2503
1.9726	0.7789	0.8366	4.7237	0.01014	0.5649	499849	324306	1316	174227	3167	0.7931	0.8368	5.4795	0.01050	0.6132	499849	324306	1316	174227	3167
2.0000	0.8147	0.8618	3.2616	0.00941	0.6300	499713	336331	2053	161329	4712	0.7878	0.8622	2.3824	0.00973	0.6018	499713	336331	2053	161329	4712
2.0274	0.7986	0.8904	1.4573	0.00804	0.5030	499582	342387	4222	152973	9715	0.7962	0.8896	1.4890	0.00841	0.5143	499582	342387	4222	152973	9715
2.0548	0.7845	0.9186	0.9855	0.00781	0.3757	499535	335541	9831	154163	22208	0.8021	0.9177	1.0457	0.00819	0.3952	499535	335541	9831	154163	22208
2.0822	0.8110	0.9423	0.8781	0.00820	0.3146	499477	307288	18761	173428	44432	0.8196	0.9444	0.9102	0.00887	0.3307	499477	307288	18761	173428	44432
2.1096	0.8418	0.9649	0.8430	0.00969	0.2874	499745	270444	21762	207539	56354	0.8270	0.9648	0.7828	0.00931	0.3023	499745	270444	21762	207539	56354
2.1370	0.8415	0.9940	0.7345	0.01248	0.2924	500119	251559	15791	232769	41721	0.8353	0.7004	0.7191	0.01153	0.2903	500119	251559	15791	232769	41721
2.1644	0.8811	1.0089	0.7345	0.01304	0.3529	500449	251876	9063	239510	24091	0.8618	0.7301	0.6919	0.01328	0.3283	500449	251876	9063	239510	24091
2.1918	0.9235	0.6319	0.7589	0.01396	0.4031	500760	263042	4887	232831	13043	0.9304	0.7442	0.7632	0.01406	0.3789	500760	263042	4887	232831	13043
2.2192	0.9456	0.6592	1.4573	0.01480	0.4386	501106	278765	2921	219420	7430	0.9751	0.6593	1.7450	0.01298	0.4612	501106	278765	2921	219420	7430
2.2466	1.0171	0.6867	2.8539	0.01267	0.5148	501430	295867	1805	203758	4680	0.9892	0.6866	2.9459	0.01269	0.5350	501430	295867	1805	203758	4680
2.2740	1.0295	0.7141	2.7126	0.01243	0.5560	501747	312407	1352	187988	3525	1.0586	0.7137	3.0107	0.01172	0.5738	501747	312407	1352	187988	3525
2.3014	1.0819	0.7415	1.9998	0.01243	0.5844	501890	327801	1242	172847	3066	1.0483	0.7412	1.6022	0.01185	0.5658	501890	327801	1242	172847	3066
2.3288	1.0520	0.7690	2.1075	0.00996	0.5605	501812	341080	1328	159404	3271	1.0353	0.7684	1.9710	0.00996	0.5546	501812	341080	1328	159404	3271
2.3562	1.0278	0.7964	1.6406	0.00936	0.5271	501738	352068	1891	147779	4498	1.0002	0.7960	1.4269	0.00878	0.5144	501738	352068	1891	147779	4498
2.3836	0.9018	0.8237	0.9750	0.00981	0.4127	501663	359715	2976	138972	6945	0.9182	0.8236	0.9999	0.01001	0.4113	501663	359715	2976	138972	6945
2.4110	0.8498	0.8512	0.7210	0.00894	0.3362	501582	360399	5553	135630	12960	0.8517	0.8511	0.7007	0.00859	0.3264	501582	360399	5553	135630	12960
2.4384	0.8062	0.8786	0.5943	0.00904	0.3537	501541	350849	9852	140840	23290	0.8139	0.8786	0.5982	0.00932	0.3372	501541	350849	9852	140840	23290
2.4658	0.7641	0.9058	0.4945	0.00942	0.4414	501428	328699	15397	157332	37089	0.7750	0.9055	0.4936	0.00908	0.4291	501428	328699	15397	157332	37089
2.4932	0.7896	0.9333	0.4499	0.00985	0.5747	501347	299367	18762	183218	46570	0.8110	0.9332	0.4612	0.00931	0.5498	501347	299367	18762	183218	46570
2.5205	0.8518	0.9608	1.0378	0.01084	0.6173	501239	274611	17143	209485	44540	0.8213	0.9605	0.9579	0.01121	0.5914	501239	274611	17143	209485	44540
2.5479	0.8591	0.9874	1.2286	0.01157	0.5940	501101	262150	13439	225512	34600	0.8851	0.9879	1.3109	0.01148	0.6118	501101	262150	13439	225512	34600
2.5753	1.0193	1.0156	1.3563	0.01214	0.5431	500949	260913	9367	230669	24331	0.9964	1.0147	1.2231	0.01171	0.5129	500949	260913	9367	230669	24331
2.6027	1.0442	1.0426	1.0417	0.01229	0.4144	500870	266411	6956	227503	17552	1.0278	1.0419	1.1047	0.01190	0.4195	500870	266411	6956	227503	17552
2.6301	1.0588	1.0704	0.8378	0.01249	0.3566	500765	275610	5033	220122	13210	1.0742	1.0704	0.9194	0.01214	0.3560	500765	275610	5033	220122	13210
2.6575	1.1752	1.0978	0.7547	0.01213	0.3104	500658	287404	3904	209350	9987	1.1792	1.0974	0.8154	0.01191	0.3210	500658	287404	3904	209350	9987
2.6849	1.1319	1.1245	0.9194	0.01178	0.3685	500548	299606	3391	197551	8470	1.1840	1.1248	0.9351	0.01190	0.3640	500548	299606	3391	197551	8470
2.7123	1.1544	1.1522	4.9813	0.01155	0.4537	500450	311105	3096	186249	7780	1.2276	1.1523	5.7078	0.01105	0.4488	500450	311105	3096	186249	7780
2.7397	1.1406	1.1800	4.2808	0.01083	0.5331	500299	320455	3706	176138	8798	1.1149	1.1796	3.8052	0.01010	0.5313	500299	320455	3706	176138	8798
2.7671	1.1481	1.2073	2.8839	0.00912	0.6100	500224	325048	5364	169812	12645	1.1260	1.2070	2.9146	0.00915	0.6236	500224	325048	5364	169812	12645
2.7945	1.0748	1.2348	1.8144	0.00845	0.6026	500143	321307	8832	170004	20920	1.0627	1.2345	1.6308	0.00872	0.5842	500143	321307	8832	170004	20920
2.8219	1.0728	1.2618	1.3630	0.00902	0.5553	500090	302142	15714	182234	36751	1.0242	1.2618	1.2177	0.00919	0.5567	500090	302142	15714	182234	36751
2.8493	1.0383	1.2895	1.1964	0.00968	0.5723	499961	267100	22221	210640	54845	1.0534	1.2892	1.3109	0.00853	0.6045	499961	267100	22221	210640	54845
2.8767	1.0359	1.3162	1.1658	0.01072	0.6278	499853	235321	20957	243575	54605	1.0406	1.3168	1.1368	0.01101	0.5995	499853	235321	20957	243575	54605
2.9041	1.0032	1.3430	1.2743	0.01191	0.6318	499802	221550	15097	263155	39335	1.0276	1.3441	1.3365	0.01160	0.6297	499802	221550	15097	263155	39335
2.9315	0.9815	1.3711	1.0417	0.01304	0.5297	499766	222677	9951	267138	25645	0.9780	1.3715	1.1003	0.01286	0.5649	499766	222677	9951	267138	25645
2.9589	1.0208	1.3979	1.0497	0.01329	0.4994	499689	232167	6619	260903	17098	0.9967	1.3968	0.9042	0.01293	0.5030	499689	232167	6619	260903	17098
2.9863	0.9963	1.4247	1.0497	0.01215	0.5116	499599	246479	4316	248804	11382	0.9897	1.4259	0.9681	0.01265	0.4891	499599	246479	4316	248804	11382
3.0137	0.9724	1.4530	1.0223	0.01260	0.4857	499454	262196	3390	233868	8601	0.9992	1.4530	1.0339	0.01308	0.4637	499454	262196	3390	233868	8601
3.0411	0.9891	1.4785	1.1511	0.01153	0.5161	499383	276964	3375	219044	8088	0.9920	1.4788	1.1708	0.01150	0.5201	499383	276964	3375	219044	8088
3.0685	0.9769	1.5022	2.3023	0.01011	0.4822	499316	289069	3851	206396	9292	0.9686	1.4801	2.2831	0.01069	0.4902	499316	289069	3851	206396	9292
3.0959	0.9628	0.8730	1.9998	0.00995	0.4966	499433	297343	4989	197101	12084	0.9861	0.8733	2.1238	0.00982	0.4974	499433	297343	4989	197101	12084
3.1233	0.9323	0.9003	1.7450	0.00916	0.5391	499756	300139	7214	192403	17099	0.9305	0.9005	1.5392	0.00925	0.5196	499756	300139	7214	192403	17099
3.1507	0.9177	0.9259	1.9710	0.00926	0.6049	500067	292807	11600	195660	27161	0.9304	0.9270	2.2274	0.00868	0.6169	500067	292807	11600	195660	27161
3.1781	0.8883	0.9552	1.3046	0.00969	0.5984	500393	272407	16909	211077	41337	0.9073	0.9512	1.3837	0.00940	0.5798	500393	272407	16909	211077	41337
3.2055	0.8487	0.9792	0.8535	0.01010	0.4605	500659	247058	18857	234744	48060	0.8572	0.9799	0.8781	0.01061	0.4499	500659	247058	18857	234744	48060
3.2329	0.8191	0.9875	0.6462	0.01094	0.3730	500979	233159	14647	253173	38877	0.8210	0.8166	0.6492	0.01158	0.3650	500979	233159	14647	253173	38877
3.2603	0.8125	0.9915	0.5383	0.01308	0.3362	501213	234787	9035	257391	24249	0.8264	0.8342	0.5626	0.01352	0.3262	501213	234787	9035	257391	24249
3.2877	0.8354	0.8660	0.4849	0.01369	0.2952	501518	246545	5361	249612	13962	0.8348	0.8648	0.4972	0.01307	0.3182	501518	246545	5361	249612	13962
3.3153	0.9012	0.8911	0.7610	0.01334	0.3337	501616	262860	3345	235411	8695	0.8653	0.8964	0.6884	0.01401	0.3355	501616	262860	3345	235411	8695
3.3427	0.9206	0.9267	1.6211	0.01313	0.4223	501568	280295	2075	219198	5473	0.9500	0.9279	1.8265	0.01316	0.4308	501568	280295	2075	219198	5473
3.3701	1.0033	0.9533	4.5662	0.01251	0.6024	501459	297754	1554	202151	3888	0.9930	0.9545	3.5581	0.01285	0.5919	501459	297754	1554	202151	3888
3.3975	1.0311	0.9653	4.0891	0.01065	0.7247	501341	313473	1543	186325	3839	1.0880	0.9681	4.0290	0.01069	0.7160	501341	313473	1543	186325	3839
3.4249	1.0820	0.8427	2.1238	0.01004	0.7045	501256	326795	2012	172449	4778	1.0694	0.8429	2.2274	0.00933	0.7443	501256	326795	2012	172449	4778
3.4523	1.0636	0.8703	1.1321	0.00865	0.4914	501218	335295	3546	162377	8058	1.0443	0.8703	1.0702	0.00913	0.5141	501218	335295	3546	162377	8058
3.4797	1.0125	0.8977	0.7405	0.00903	0.3173	501136	335584	6784	158768	15759	1.0148	0.8977	0.8011	0.00806	0.3195	501136	335584	6784	158768	15759
3.5071	1.0133	0.9245	0.6508	0.00876	0.2580	501006	320183	13643	167180	31679	0.9927	0.9251	0.6284	0.00861	0.2293	501006	320183	13643	167180	31679
3.5345	0.9877	0.9519	0.7653	0.00982	0.2125	500886	290027	19309	191550	48038	0.9864	0.9525	0.7191	0.00945	0.1979	500886	290027	19309	191550	48038
3.5619	1.0449	0.9793	0.9546	0.01029	0.2308	500807	264351	17726	218730	46437	1.0434	0.9784	0.9927	0.01070	0.2313	500807	264351	17726	218730	46437
3.5893	1.0350	1.0064	1.0417	0.01175	0.2770	500731	254629	12252	233850	32778	1.0666	1.0055	1.0417	0.01228	0.3046	500731	254629	12252	233850	32778
3.6167	1.0649	1.0305	2.1238	0.01316	0.3935	500608	258615	7684	234309	19659	1.0631	1.0333	1.8265	0.01342	0.3963	500608	258615	7684	234309	19659
3.6441	1.1181	1.0595	3.8052	0.01245	0.5361	500514	269377	4746	226391	12429	1.1161	1.0615	4.0891	0.01245	0.5239	500514	269377	4746	226391	12429
3.6715	1.0577	1.0879	3.6049	0.01272	0.7614	500426	282853	3463	214110	8932	1.0931	1.0885	3.4680	0.01262	0.7272	500426	282853	3463	214110	8932
3.6989	0.9538	1.1092	1.6406	0.01073	0.9352	500325	294650	3743	201932	9037	1.0092	1.1149	1.6706	0.01030	0.9535	500325	294650	3743	201932	9037
3.7263	0.7909	1.1281	0.6748	0.00825	0.7334	500234	299495	6628	194111	15069	0.7858	1.0356	0.6298	0.00808	0.6790	500234	299495	6628	194111	15069
3.7537	0.6749	1.0622	0.4412	0.00808	0.6053	500075	284727	15357	199991	34318	0.6389	1.1652	0.4145	0.00858	0.6039	500075	284727	15357	199991	34318
3.7811	0.5768	1.0892	0.3395	0.00857	0.6204	499977	240974	26948	232055	65215	0.5777	1.0884	0.3429	0.00855	0.6217	499977	240974	26948	232055	65215
3.8085	0.5457	1.1129	0.3156	0.01023	0.5845	499831	197787	26029	276015	68755	0.5506	1.1111	0.3145	0.01026	0.5757	499831	197787	26029	276015	68755
3.8359	0.5599	1.1422	0.5111	0.01299	0.5474	499768	185230	15741	298797	42043	0.5390	1.1393	0.4823	0.01243	0.5647	499768	185230	15741	298797	42043
3.8633	0.5437	0.7918	0.4990	0.01455	0.4332	499724	193160	8507	298057	22220	0.5492	0.7932	0.5083	0.01358	0.4589	499724	193160	8507	298057	22220
3.8907	0.5688	0.8201	0.4228	0.01381	0.3925	499627	210173	4849	284605	12417	0.5713	0.8211	0.4139	0.01422	0.3689	499627	210173	4849	284605	12417
3.9181	0.6058	0.8471	0.4963	0.01347	0.3472	499616	230156	2993	266467	7768	0.6002	0.8456	0.5199	0.01289	0.3140	499616	230156	2993	266467	7768
3.9455	0.6254	0.8767	0.7568	0.01237	0.3138	499494	250180	2343	246971	5795	0.6284	0.8726	0.6936	0.01296	0.3297	499494	250180	2343	246971	5795
3.9729	0.6560	0.8889	1.4971	0.01220	0.2844	499417	269286	2029	228102	5111	0.6447	0.8933	1.2684	0.01190	0.2637	499417	269286	2029	228102	5111
4.0003	0.6904	0.7459	4.7237	0.01208	0.3330	499374	286468	1905	211001	4803	0.6942	0.7463	4.8924	0.01171	0.3127	499374	286468	1905	211001	4803
4.0277	0.7328	0.7762	9.7847	0.01093	0.4023	499292	301690	1998	195604	5045	0.7437	0.7770	10.9589	0.01060	0.4030	499292	301690	1998	195604	5045
4.0551	0.7640	0.8030	9.1324	0.01058	0.4580	499187	314611	2525	182051	6367	0.7777	0.8041	9.1324	0.01102	0.4721	499187	314611	2525	182051	6367
4.0825	0.7851	0.8274	4.1511	0.00989	0.4910	499123	323699	3575	171849	8682	0.7972	0.8289	4.7237	0.00977	0.4991	499123	323699	3575	171849	8682
4.1099	0.8089	0.8559	2.0145	0.00956	0.4831	499460	326517	6036	166907	14443	0.7970	0.8581	1.7562	0.00877	0.4641	499460	326517	6036	166907	14443
4.1373	0.8227	0.5868	1.5656	0.00931	0.4357	499755	320410	9870	169475	23413	0.8186	0.8815	1.4809	0.00875	0.4462	499755	320410	9870	169475	23413
4.1647	0.8385	0.9114	1.2568	0.00957	0.5179	500061	302641	14865	182555	35873	0.8144	0.9089	1.0786	0.00937	0.4637	500061	302641	14865	182555	35873
4.1921	0.8296	0.5595	1.0036	0.01019	0.5629	500375	280275	16739	203361	42297	0.8354	0.9375	1.0110	0.01034	0.5501	500375	280275	16739	203361	42297
4.2195	0.7711	0.9618	0.7043	0.01078	0.6241	500708	263502	14928	222278	38840	0.7669	0.9596	0.7267	0.01068	0.6287	500708	263502	14928	222278	38840
4.2468	0.6983	0.9936	0.5000	0.01160	0.5949	500939	256755	11812	232372	30290	0.7240	0.9908	0.5219	0.01183	0.6208	500939	256755	11812	232372	30290
4.2742	0.6174	1.0208	0.4765	0.01205	0.4492	501283	257510	9294	234479	23302	0.6380	0.6412	0.4928	0.01144	0.4710	501283	257510	9294	234479	23302
4.3016	0.6468	1.0408	0.4636	0.01253	0.4071	501454	263592	6843	231019	17573	0.6512	0.6693	0.4683	0.01204	0.3956	501454	263592	6843	231019	17573
4.3290	0.6655	0.6963	0.4176	0.01252	0.3899	501426	273697	4937	222792	12699	0.6751	0.6963	0.4189	0.01305	0.3840	501426	273697	4937	222792	12699
4.3564	0.7351	0.7237	0.4221	0.01222	0.5046	501345	286224	3716	211405	9653	0.7562	0.7241	0.4294	0.01236	0.4912	501345	286224	3716	211405	9653
4.3838	0.7941	0.7515	1.2568	0.01115	0.6801	501256	298329	3394	199533	8501	0.8031	0.7514	1.3300	0.01180	0.6449	501256	298329	3394	199533	8501
4.4112	0.7622	0.7785	1.1860	0.01023	0.7403	501192	308039	4012	189141	9808	0.7705	0.7782	1.2069	0.01046	0.7256	501192	308039	4012	189141	9808
4.4386	0.6521	0.8052	0.5768	0.00992	0.6093	501085	313803	5412	181870	12952	0.6797	0.8062	0.6143	0.00968	0.6408	501085	313803	5412	181870	12952
4.4660	0.5704	0.8336	0.3864	0.00869	0.3744	501016	310437	8955	181624	21345	0.5786	0.8325	0.3988	0.00919	0.4066	501016	310437	8955	181624	21345
