0.000000	500000	349900	100	150000
10.100000	499920	8962	129829	361129
20.000000	499865	37288	22888	439689
30.000000	499739	73791	5887	420061
40.000000	500022	110177	2692	387153
50.000000	500376	144372	1911	354093
60.000000	500717	174165	2374	324178
70.000000	501113	198678	3821	298614
80.100000	501423	210907	9348	281168
90.100000	501720	179310	31989	290421
100.100000	502008	116224	44110	341674
110.100000	502220	98348	26843	377029
120.100000	502123	109426	14217	378480
130.100000	501988	130295	8508	363185
140.100000	501894	152643	6814	342437
150.100000	501810	170305	8296	323209
160.100000	501700	163127	20998	317575
170.100000	501601	111842	40599	349160
180.100000	501534	86145	29343	386046
190.100000	501457	94297	16337	390823
200.100000	501380	113440	10165	377775
210.100000	501335	133766	8505	359064
220.100000	501200	146782	11685	342733
230.100000	501103	135839	23506	341758
240.100000	501034	102440	32902	365692
250.100000	500974	90253	24685	386036
260.100000	500927	98846	15993	386088
270.100000	500767	114356	11792	374619
280.100000	500658	129931	10952	359775
290.100000	500575	141047	12471	347057
300.100000	500505	144397	15758	340350
310.000000	500334	136142	21604	342588
320.000000	500244	115501	27432	357311
330.000000	500183	98035	26429	375719
340.000000	500155	92740	21584	385831
350.000000	500077	98196	17213	384668
360.000000	499942	107191	14865	377886
370.000000	499815	116426	14575	368814
380.000000	499695	119601	17235	362859
390.000000	499593	107304	24932	367357
400.000000	499711	85347	29428	384936
410.000000	499972	76539	23653	399780
420.000000	500272	83495	17005	399772
430.000000	500639	95803	13968	390868
440.000000	501005	109707	12768	378530
450.000000	501369	121693	12853	366823
460.000000	501685	130739	13989	356957
470.000000	502010	134406	16069	351535
480.000000	501978	135313	17217	349448
490.000000	501895	134972	17604	349319
500.000000	501806	136325	16844	348637
510.000000	501703	140928	15328	345447
520.000000	501620	147151	14010	340459
530.000000	501514	153371	13923	334220
540.000000	501421	158873	13969	328579
550.000000	501350	163148	14398	323804
560.000000	501236	163749	16063	321424
570.000000	501164	158159	19170	323835
580.000000	501102	150111	20357	330634
590.000000	500984	144111	19739	337134
600.000000	500871	143047	17500	340324
610.000000	500770	146303	15389	339078
620.000000	500645	151224	14777	334644
630.000000	500551	152327	16448	331776
640.000000	500457	144097	21232	335128
650.000000	500386	121976	27907	350503
660.000000	500262	104989	25814	369459
670.000000	500191	104828	18882	376481
680.000000	500138	114315	14299	371524
690.000000	500001	126655	12613	360733
700.000000	499939	135983	13545	350411
710.000000	499820	134563	18484	346773
720.000000	499724	120275	24619	354830
730.000000	499644	104028	25775	369841
740.000000	499520	99139	21215	379166
750.000000	499425	104569	16813	378043
760.000000	499318	113577	14400	371341
770.000000	499689	122822	14266	362601
780.000000	500052	125749	17380	356923
790.000000	500389	92869	37719	369801
800.000000	500717	41751	39993	418973
810.000000	501015	48135	19557	433323
820.000000	501299	67556	12736	421007
830.000000	501592	86728	11978	402886
840.000000	501801	100816	13027	387958
850.000000	501731	111441	13818	376472
860.000000	501666	121896	13169	366601
870.000000	501522	132433	12927	356162
880.000000	501392	142422	12749	346221
890.000000	501305	149327	14088	337890
900.000000	501183	148390	17740	335053
910.000000	501085	140940	20310	339835
920.000000	501005	135200	20132	345673
930.000000	500922	135197	17320	348405
940.000000	500819	139222	15847	345750
950.000000	500734	139577	17475	343682
960.000000	500607	126690	23982	349935
970.000000	500478	102358	29438	368682
980.000000	500366	90761	24131	385474
990.000000	500320	94934	17561	387825
1000.000000	500194	105581	14280	380333
1010.000000	500045	116983	13281	369781
1020.000000	499992	125456	14412	360124
1030.000000	499896	125425	18356	356115
1040.000000	499776	113283	24203	362290
1050.000000	499684	98449	25573	375662
1060.000000	499594	90265	23098	386231
1070.000000	499528	89132	20239	390157
1080.000000	499486	89916	19253	390317
1090.000000	499334	91143	19056	389135
1100.000000	499303	94753	18059	386491
1110.000000	499220	100327	16891	382002
1120.000000	499180	105283	16589	377308
1130.000000	499307	105579	19430	374298
1140.000000	499617	96250	23813	379554
1150.000000	499903	86389	24147	389367
1160.000000	500256	86277	20042	393937
1170.000000	500551	93421	16754	390376
1180.000000	500894	104135	14607	382152
1190.000000	501267	115231	13423	372613
1200.000000	501599	126383	13235	361981
1210.100000	501584	135603	13648	352333
1220.100000	501556	140124	15623	345809
1230.100000	501459	139430	17681	344348
1240.100000	501386	134458	19840	347088
1250.100000	501282	130997	19101	351184
1260.100000	501208	132921	16621	351666
1270.100000	501134	139075	14912	347147
1280.100000	501013	146151	13677	341185
1290.100000	500886	152466	13885	334535
1300.100000	500772	157154	14533	329085
1310.100000	500681	155653	17702	327326
1320.100000	500570	147206	20952	332412
1330.100000	500504	135930	22587	341987
1340.100000	500435	128273	20895	351267
1350.100000	500381	125124	19271	355986
1360.100000	500333	124208	18865	357260
1370.100000	500219	120618	20474	359127
1380.100000	500164	112935	22260	364969
1390.100000	500127	105480	22213	372434
1400.100000	500079	102555	20218	377306
1410.100000	500003	104882	18031	377090
1420.100000	499875	109527	16811	373537
1430.100000	499777	115777	15720	368280
1440.100000	499693	123863	14483	361347
1450.100000	499597	131788	14146	353663
1460.100000	499459	138348	14446	346665
1470.100000	499378	141591	15920	341867
1480.100000	499339	137604	19570	342165
1490.100000	499227	123682	24505	351040
1500.100000	499545	107751	25392	366402
1510.100000	499879	100789	22026	377064
1520.100000	500267	105232	16922	378113
1530.100000	500626	116600	13559	370467
1540.100000	500906	128843	12703	359360
1550.100000	501090	138347	13149	349594
1560.100000	501412	140776	16908	343728
1570.100000	501680	128316	24024	349340
1580.100000	501554	111839	25495	364220
1590.100000	501481	108956	20282	372243
1600.100000	501378	117451	14860	369067
1610.100000	501249	131168	11857	358224
1620.100000	501165	145212	11025	344928
1630.100000	501016	151724	14242	335050
1640.100000	500956	139146	23860	337950
1650.100000	500856	106008	33586	361262
1660.100000	500795	84038	29106	387651
1670.100000	500748	83483	20408	396857
1680.100000	500652	94400	14916	391336
1690.100000	500585	108525	12838	379222
1700.100000	500437	119990	13133	367314
1710.100000	500340	127932	14418	357990
1720.100000	500213	132119	15855	352239
1730.100000	500140	133139	17176	349825
1740.100000	500043	131598	18327	350118
1750.100000	499919	130156	18286	351477
1760.100000	499809	128607	18447	352755
1770.100000	499672	128091	18120	353461
1780.100000	499566	126843	18349	354374
1790.100000	499462	120601	21219	357642
1800.100000	499347	102065	27466	369816
1810.100000	499251	84612	27043	387596
1820.100000	499221	83450	20257	395514
0.000000	500000	349900	100	150000
10.100000	499883	9260	131203	359420
20.000000	499832	37552	22993	439287
30.000000	499770	74055	5966	419749
40.000000	500087	110584	2659	386844
50.000000	500357	144657	1896	353804
60.000000	500702	174946	2228	323528
70.000000	500946	199224	3741	297981
80.100000	501276	214110	7663	279503
90.100000	501584	211089	15995	274500
100.100000	501923	189627	24639	287657
110.100000	502187	168283	25287	308617
120.100000	502196	158978	20555	322663
130.100000	502106	160080	16062	325964
140.100000	502002	164346	14565	323091
150.100000	501914	162522	17726	321666
160.100000	501783	144163	25798	331822
170.100000	501673	119451	28696	353526
180.100000	501566	109037	23190	369339
190.100000	501396	113340	16719	371337
200.100000	501313	125897	12518	362898
210.100000	501208	139094	11628	350486
220.100000	501105	148017	13072	340016
230.100000	501065	147255	17850	335960
240.100000	500964	134234	23295	343435
250.100000	500850	115511	26824	358515
260.100000	500723	101467	25239	374017
270.100000	500616	96289	21562	382765
280.100000	500494	98223	18794	383477
290.100000	500382	103439	16618	380325
300.100000	500317	109395	16250	374672
310.000000	500180	112828	16975	370377
320.000000	500120	108870	20887	370363
330.000000	500019	92787	26496	380736
340.000000	499892	81197	24672	394023
350.000000	499786	82891	18981	397914
360.000000	499694	93602	14838	391254
370.000000	499559	106938	12883	379738
380.000000	499471	119742	12534	367195
390.000000	499402	130296	12867	356239
400.000000	499512	138871	13711	346930
410.000000	499851	144179	14858	340814
420.000000	500151	147609	15691	336851
430.000000	500472	148932	16503	335037
440.000000	500776	149069	17152	334555
450.000000	501088	147553	18000	335535
460.000000	501445	145490	18043	337912
470.000000	501736	144182	17946	339608
480.000000	501694	142798	17906	340990
490.000000	501669	143427	16838	341404
